,title,title_link,publication_info,snippet,cited_by_link,cited_by_count,pdf_file,year
187,[PDF][PDF] Long-Term Weight-Loss in Gastric Bypass Patients Carrying Melanocortin 4,https://www.academia.edu/download/53541304/Long-Term_Weight-Loss_in_Gastric_Bypass_20170616-29201-1x68v19.pdf,"BS Moore, UL Mirshahi, EA Yost, AN Stepanchick… - 2014 - academia.edu","Background: The melanocortin 4 receptor (MC4R) critically regulates feeding and satiety. 
Rare variants in MC4R are predominantly found in obese individuals. Though some rare …",,,https://www.academia.edu/download/53541304/Long-Term_Weight-Loss_in_Gastric_Bypass_20170616-29201-1x68v19.pdf,2014
188,"[PDF][PDF] Emma L. Baple, Reza Maroofian, Barry A. Chioza, Maryam Izadi, 2, 9 Harold E. Cross, 3 Saeed Al-Turki, 4 Katy Barwick, Anna Skrzypiec, 5 Robert Pawlak, 5 …",https://www.academia.edu/download/70422323/Barwick_Mutations_20in_20KPTN_20Cause_20Macrocephaly__20Neurodevelopmental_20Delay__20and_20Seizures_VoR.pdf,"MM Kessels, AH Crosby - The American Journal of Human Genetics, 2014 - academia.edu","… Coimmunostaining of primary rat hippocampal neurons at DIV24 with anti-kaptin and anti-Shank2 
(Neuromab) demonstrated that the dendritic accumulations of Flag-kaptin at F-actin-…",,,https://www.academia.edu/download/70422323/Barwick_Mutations_20in_20KPTN_20Cause_20Macrocephaly__20Neurodevelopmental_20Delay__20and_20Seizures_VoR.pdf,2014
189,[HTML][HTML] Reduced GABAergic inhibition in the basolateral amygdala and the development of anxiety-like behaviors after mild traumatic brain injury,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0102627,"CP Almeida-Suhett, EM Prager, V Pidoplichko… - PloS one, 2014 - journals.plos.org","Traumatic brain injury (TBI) is a major public health concern affecting a large number of athletes 
and military personnel. Individuals suffering from a TBI risk developing anxiety disorders…","https://scholar.google.com/scholar?cites=12962850966731180468&as_sdt=5,47&sciodt=0,47&hl=en",113.0,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0102627,2014
190,[HTML][HTML] DPP6 domains responsible for its localization and function,https://www.jbc.org/article/S0021-9258(20)33301-9/abstract,"L Lin, LK Long, MM Hatch, DA Hoffman - Journal of Biological Chemistry, 2014 - ASBMB","Dipeptidyl peptidase-like protein 6 (DPP6) is an auxiliary subunit of the Kv4 family of voltage-gated 
K + channels known to enhance channel surface expression and potently accelerate …","https://scholar.google.com/scholar?cites=9359161965699752822&as_sdt=5,47&sciodt=0,47&hl=en",35.0,https://www.jbc.org/article/S0021-9258(20)33301-9/abstract,2014
191,Radiation-induced alterations in synaptic neurotransmission of dentate granule cells depend on the dose and species of charged particles,https://meridian.allenpress.com/radiation-research/article-abstract/182/6/653/150501,"VN Marty, R Vlkolinsky, N Minassian… - Radiation …, 2014 - meridian.allenpress.com","The evaluation of potential health risks associated with neuronal exposure to space radiation 
is critical for future long duration space travel. The purpose of this study was to evaluate …","https://scholar.google.com/scholar?cites=1996116622290927610&as_sdt=5,47&sciodt=0,47&hl=en",46.0,https://escholarship.org/content/qt4hd7h95j/qt4hd7h95j.pdf,2014
192,[HTML][HTML] Hearing impairment in the P23H-1 retinal degeneration rat model,https://www.frontiersin.org/articles/10.3389/fnins.2014.00297/full,"JV Sotoca, JC Alvarado… - Frontiers in …, 2014 - frontiersin.org","The transgenic P23H line 1 (P23H-1) rat expresses a variant of rhodopsin with a mutation 
that leads to loss of visual function. This rat strain is an experimental model usually employed …","https://scholar.google.com/scholar?cites=2750421232010273757&as_sdt=5,47&sciodt=0,47&hl=en",6.0,https://www.frontiersin.org/articles/10.3389/fnins.2014.00297/full,2014
193,Ovariectomy increases L-type Ca2+ channel activity in porcine coronary smooth muscle,https://journals.lww.com/menopausejournal/FullText/2014/06000/Ovariectomy_increases_L_type_Ca2__channel_activity.19.aspx,"DL Tharp, JR Ivey, RL Shaw, DK Bowles - Menopause, 2014 - journals.lww.com","Objective Sex hormone status has been demonstrated to play a role in the regulation of ion 
channel activity. We previously demonstrated increased L-type Ca 2+ channel current (I Ca) …","https://scholar.google.com/scholar?cites=18193699559199404060&as_sdt=5,47&sciodt=0,47&hl=en",13.0,,2014
194,[HTML][HTML] Regional diversity and developmental dynamics of the AMPA-receptor proteome in the mammalian brain,https://www.sciencedirect.com/science/article/pii/S0896627314007454,"J Schwenk, D Baehrens, A Haupt, W Bildl, S Boudkkazi… - Neuron, 2014 - Elsevier","Native AMPA receptors (AMPARs) in the mammalian brain are macromolecular complexes 
whose functional characteristics vary across the different brain regions and change during …","https://scholar.google.com/scholar?cites=8710643037256482112&as_sdt=5,47&sciodt=0,47&hl=en",223.0,https://www.sciencedirect.com/science/article/pii/S0896627314007454,2014
195,Aging increases capacitance and spontaneous transient outward current amplitude of smooth muscle cells from murine superior epigastric arteries,https://journals.physiology.org/doi/abs/10.1152/ajpheart.00492.2013,"S Hayoz, V Bradley, EM Boerman… - American Journal …, 2014 - journals.physiology.org","Large conductance Ca 2+ -activated K + channels (BK Ca ) contribute to negative feedback 
regulation of smooth muscle cell (SMC) tone. However, the effects of aging on BK Ca …","https://scholar.google.com/scholar?cites=3641419039654860178&as_sdt=5,47&sciodt=0,47&hl=en",18.0,https://journals.physiology.org/doi/full/10.1152/ajpheart.00492.2013,2014
196,"Necessary, but not sufficient: insights into the mechanisms of mGluR mediated long-term depression from a rat model of early life seizures",https://www.sciencedirect.com/science/article/pii/S0028390814001373,"PB Bernard, AM Castano, KU Bayer, TA Benke - Neuropharmacology, 2014 - Elsevier","Using the rat model of early life seizures (ELS), which has exaggerated mGluR mediated 
long-term depression of synaptic strength (mGluR-LTD) in adulthood, we probed the signaling …","https://scholar.google.com/scholar?cites=1906865074723555067&as_sdt=5,47&sciodt=0,47&hl=en",24.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4086946/,2014
197,[HTML][HTML] Amigo adhesion protein regulates development of neural circuits in zebrafish brain,https://www.jbc.org/article/S0021-9258(20)47648-3/abstract,"X Zhao, J Kuja-Panula, M Sundvik, YC Chen… - Journal of Biological …, 2014 - ASBMB","The Amigo protein family consists of three transmembrane proteins characterized by six 
leucine-rich repeat domains and one immunoglobulin-like domain in their extracellular moieties. …","https://scholar.google.com/scholar?cites=9486236711809344177&as_sdt=5,47&sciodt=0,47&hl=en",24.0,https://www.jbc.org/article/S0021-9258(20)47648-3/abstract,2014
198,Characterization of SEMA3A-Encoded Semaphorin as a Naturally Occurring Kv4.3 Protein Inhibitor and its Contribution to Brugada Syndrome,https://www.ahajournals.org/doi/abs/10.1161/circresaha.115.303657,"NJ Boczek, D Ye, EK Johnson, W Wang… - Circulation …, 2014 - Am Heart Assoc","Rationale: Semaphorin 3A (SEMA3A)-encoded semaphorin is a chemorepellent that disrupts 
neural patterning in the nervous and cardiac systems. In addition, SEMA3A has an amino …","https://scholar.google.com/scholar?cites=4869928698901793164&as_sdt=5,47&sciodt=0,47&hl=en",57.0,https://www.ahajournals.org/doi/full/10.1161/CIRCRESAHA.115.303657,2014
199,Neuronal targets for reducing mutant huntingtin expression to ameliorate disease in a mouse model of Huntington's disease,https://www.nature.com/articles/nm.3514,"N Wang, M Gray, XH Lu, JP Cantle, SM Holley… - Nature medicine, 2014 - nature.com","Huntington's disease (HD) is a fatal dominantly inherited neurodegenerative disorder caused 
by a CAG repeat expansion leading to an elongated polyglutamine stretch in huntingtin 1 . …","https://scholar.google.com/scholar?cites=1983997574944104513&as_sdt=5,47&sciodt=0,47&hl=en",177.0,,2014
200,Quantitative proteomic profiling reveals novel region‐specific markers in the adult mouse brain,https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/pmic.201300196,"LF Dagley, CA White, Y Liao, W Shi, GK Smyth… - …, 2014 - Wiley Online Library","Despite major advances in neuroscience, a comprehensive understanding of the structural 
and functional components of the adult brain compartments remains to be fully elucidated at …","https://scholar.google.com/scholar?cites=8654431837429947040&as_sdt=5,47&sciodt=0,47&hl=en",12.0,,2014
201,"[HTML][HTML] Novel cell types, neurosecretory cells, and body plan of the early-diverging metazoan Trichoplax adhaerens",https://www.sciencedirect.com/science/article/pii/S0960982214006113,"CL Smith, F Varoqueaux, M Kittelmann, RN Azzam… - Current Biology, 2014 - Elsevier","Background Trichoplax adhaerens is the best-known member of the phylum Placozoa, one 
of the earliest-diverging metazoan phyla. It is a small disk-shaped animal that glides on …","https://scholar.google.com/scholar?cites=6548275919842541259&as_sdt=5,47&sciodt=0,47&hl=en",213.0,https://www.sciencedirect.com/science/article/pii/S0960982214006113,2014
202,Postsynaptic GABAB receptor activity regulates excitatory neuronal architecture and spatial memory,https://www.jneurosci.org/content/34/3/804.short,"M Terunuma, R Revilla-Sanchez… - Journal of …, 2014 - Soc Neuroscience","Cognitive dysfunction is a common symptom in many neuropsychiatric disorders and directly 
correlates with poor patient outcomes. The majority of prolonged inhibitory signaling in the …","https://scholar.google.com/scholar?cites=4891289060706538842&as_sdt=5,47&sciodt=0,47&hl=en",59.0,https://www.jneurosci.org/content/jneuro/34/3/804.full.pdf,2014
203,[HTML][HTML] Advances in transfemoral amputee rehabilitation: early experience with targeted muscle reinnervation,https://link.springer.com/article/10.1007/s40137-014-0051-4,"JM Souza, NP Fey, JE Cheesborough, SP Agnew… - Current Surgery …, 2014 - Springer","While myoelectric prosthetic devices have been used for decades in the upper extremities, 
only recently have motorized knee and ankle components proven durable and effective …","https://scholar.google.com/scholar?cites=9386247409893678651&as_sdt=5,47&sciodt=0,47&hl=en",27.0,https://link.springer.com/article/10.1007/s40137-014-0051-4,2014
204,FGF14 modulates resurgent sodium current in mouse cerebellar Purkinje neurons,https://search.proquest.com/openview/521f313440fbe6b52a46394751bee0e8/1?pq-origsite=gscholar&cbl=2045579,"Y Haidun, JL Pablo, W Chaojian, GS Pitt - eLife, 2014 - search.proquest.com","… incubated with 20 μg of either anti-FGF14 (NeuroMab) or non-immune mouse IgG (Santa … 
lysate with 2 μg of anti-FGF14 antibody (Neuromab). The samples were rocked gently at 4C …",,,,2014
205,[HTML][HTML] Scaffold protein X11α interacts with kalirin-7 in dendrites and recruits it to Golgi outposts,https://www.jbc.org/article/S0021-9258(19)56085-9/abstract,"KA Jones, AG Eng, P Raval, DP Srivastava… - Journal of Biological …, 2014 - ASBMB","Pyramidal neurons in the mammalian forebrain receive their synaptic inputs through their 
dendritic trees, and dendritic spines are the sites of most excitatory synapses. Dendritic spine …","https://scholar.google.com/scholar?cites=7875797391317969159&as_sdt=5,47&sciodt=0,47&hl=en",15.0,https://www.jbc.org/article/S0021-9258(19)56085-9/abstract,2014
206,Differential requirement for NMDAR activity in SAP97β-mediated regulation of the number and strength of glutamatergic AMPAR-containing synapses,https://journals.physiology.org/doi/abs/10.1152/jn.00262.2013,"M Liu, LD Lewis, R Shi, EN Brown… - Journal of …, 2014 - journals.physiology.org","PSD-95-like, disc-large (DLG) family membrane-associated guanylate kinase proteins (PSD/DLG-MAGUKs) 
are essential for regulating synaptic AMPA receptor (AMPAR) function and …","https://scholar.google.com/scholar?cites=16446231719629172853&as_sdt=5,47&sciodt=0,47&hl=en",11.0,https://journals.physiology.org/doi/full/10.1152/jn.00262.2013,2014
207,Pharmacological profiling of the TRPV3 channel in recombinant and native assays,https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bph.12303,"O Grubisha, AJ Mogg, JL Sorge, LJ Ball… - British Journal of …, 2014 - Wiley Online Library","Background and Purpose Transient receptor potential vanilloid subtype 3 ( TRPV3 ) is 
implicated in nociception and certain skin conditions. As such, it is an attractive target for …","https://scholar.google.com/scholar?cites=1659491229317158690&as_sdt=5,47&sciodt=0,47&hl=en",20.0,https://bpspubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bph.12303,2014
208,[PDF][PDF] Sponsoring Institution: 1'e yu~ fee~[o (Un? hia. Uhil! ersrfj,https://www.essentialtremor.org/wp-content/uploads/2014/03/Kuo-Proposal.pdf,GA Form - essentialtremor.org,"Background: Essential tremor (ET) is one of the most common neurological disorders with a 
prevalence of 4% over age of 40, 1 and is characterized by action and postural tremor in the …",,,https://www.essentialtremor.org/wp-content/uploads/2014/03/Kuo-Proposal.pdf,2014
209,[HTML][HTML] Phosphorylation of amyloid precursor protein at threonine 668 is essential for its copper-responsive trafficking in SH-SY5Y neuroblastoma cells,https://www.jbc.org/article/S0021-9258(20)48321-8/abstract,"KM Acevedo, CM Opazo, D Norrish, LM Challis… - Journal of Biological …, 2014 - ASBMB","Amyloid precursor protein (APP) undergoes post-translational modification, including O- 
and N-glycosylation, ubiquitination, and phosphorylation as it traffics through the secretory …","https://scholar.google.com/scholar?cites=7154319745945224593&as_sdt=5,47&sciodt=0,47&hl=en",44.0,https://www.jbc.org/article/S0021-9258(20)48321-8/abstract,2014
210,Aldosterone regulates microRNAs in the cortical collecting duct to alter sodium transport,https://jasn.asnjournals.org/content/25/11/2445.short,"RS Edinger, C Coronnello, AJ Bodnar… - Journal of the …, 2014 - Am Soc Nephrol","A role for microRNAs (miRs) in the physiologic regulation of sodium transport in the kidney 
has not been established. In this study, we investigated the potential of aldosterone to alter …","https://scholar.google.com/scholar?cites=17076244060976744740&as_sdt=5,47&sciodt=0,47&hl=en",50.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4214524/,2014
211,Glutamate receptors in the nucleus tractus solitarius contribute to ventilatory acclimatization to hypoxia in rat,https://physoc.onlinelibrary.wiley.com/doi/abs/10.1113/jphysiol.2013.268706,"ME Pamenter, JA Carr, A Go, Z Fu… - The Journal of …, 2014 - Wiley Online Library","Key points Ventilation increases more with chronic than acute hypoxia and does not return 
to control levels when normoxia is restored, indicating plasticity in the reflexes that control …","https://scholar.google.com/scholar?cites=18114122117078002025&as_sdt=5,47&sciodt=0,47&hl=en",45.0,https://physoc.onlinelibrary.wiley.com/doi/pdf/10.1113/jphysiol.2013.268706,2014
212,[HTML][HTML] Amino acid residues 489–503 of dihydropyridine receptor (DHPR) β1a subunit are critical for structural communication between the skeletal muscle DHPR …,https://www.jbc.org/article/S0021-9258(20)58001-0/abstract,"JM Eltit, C Franzini-Armstrong, CF Perez - Journal of Biological Chemistry, 2014 - ASBMB","The β 1a subunit is a cytoplasmic component of the dihydropyridine receptor (DHPR) complex 
that plays an essential role in skeletal muscle excitation-contraction (EC) coupling. Here …","https://scholar.google.com/scholar?cites=8751178826962819363&as_sdt=5,47&sciodt=0,47&hl=en",22.0,https://www.jbc.org/article/S0021-9258(20)58001-0/abstract,2014
