sample_name	trimmer_id	PlateName	SeqYear	Dropout? Missing	Dropout resolution	Category	ShowOnWeb	ProteinTarget	ChangeDate	ChangeReason
P55_C7	L117/29	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P56_A5	L117/3	plate56	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_C8	L117/30	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_C9	L117/32	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_C10	L117/33	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_C11	L117/34	plate55	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	IRSp53/BAIAP2	20200619	
P55_C12	L117/35	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D1	L117/36	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D2	L117/37	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D3	L117/38	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D4	L117/39	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P56_A6	L117/4	plate56	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D5	L117/40	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D6	L117/41	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D7	L117/43	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D8	L117/44	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D9	L117/45	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D10	L117/47	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D11	L117/48	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_D12	L117/49	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P56_A7	L117/5	plate56	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E1	L117/50	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E2	L117/51	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P15_C1	L117/52.1	plate15	Year1	Dec2020dropout-Both		2	T	IRSp53/BAIAP2	20200605	
PS1_A10	L117/52.1	plateS1	Year2	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	T	IRSp53/BAIAP2	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P15_C2	L117/52.2	plate15	Year1	Dec2020dropout-HC		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_F12	L117/52.2.1	plate15	Year1	Dec2020dropout-HC		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_G1	L117/52.2.2	plate15	Year1	Dec2020dropout-Both		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_G2	L117/52.2.3	plate15	Year1	Dec2020dropout-Both		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_G3	L117/52.2.4	plate15	Year1	n/a-n/a		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_F8	L117/52.2.4.2	plate15	Year1	n/a-n/a		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_F9	L117/52.2.4.3	plate15	Year1	n/a-n/a		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_F10	L117/52.2.4.4	plate15	Year1	n/a-n/a		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_F11	L117/52.2.4.5	plate15	Year1	n/a-n/a		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_G4	L117/52.2.5	plate15	Year1	Dec2020dropout-HC		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_C4	L117/52.3	plate15	Year1	Dec2020dropout-Both		2	T	IRSp53/BAIAP2	20201109	Corrected category
P15_A7	L117/52.4	plate15	Year1	Dec2020dropout-HC		2	T	IRSp53/BAIAP2	20201109	Corrected category
PS1_A4	L117/52.4	plateS1	Year2	n/a-n/a		2	T	IRSp53/BAIAP2	20210312	Should be corroborating subclone seq, may show if better seq than initial one, corrected category => might as well show
P15_A8	L117/52.5	plate15	Year1	Dec2020dropout-Both		2	T	IRSp53/BAIAP2	20201109	Corrected category
P55_E3	L117/55	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E4	L117/56	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E5	L117/57	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E6	L117/58	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E7	L117/59	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P56_A8	L117/6	plate56	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E8	L117/60	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E9	L117/61	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E10	L117/62	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E11	L117/63	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_E12	L117/64	plate55	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	IRSp53/BAIAP2	20200619	
P15_A10	L117/65.1	plate15	Year1	n/a-n/a		2	T	IRSp53/BAIAP2	20200605	
PS1_A6	L117/65.1	plateS1	Year2	n/a-n/a		2	T	IRSp53/BAIAP2	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P55_F1	L117/67	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P56_A9	L117/7	plate56	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F2	L117/71	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F3	L117/73	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F4	L117/74	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F5	L117/75	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F6	L117/79	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P56_A10	L117/8	plate56	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F8	L117/80	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F9	L117/81	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F10	L117/82	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F11	L117/83	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_F12	L117/84	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G1	L117/85	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G2	L117/87	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G3	L117/88	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G4	L117/89	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P56_A11	L117/9	plate56	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G5	L117/90	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G6	L117/91	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G7	L117/92	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G8	L117/93	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G9	L117/94	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G10	L117/95	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G11	L117/97	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_G12	L117/98	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P55_H1	L117/99	plate55	Year1	n/a-n/a		4	T	IRSp53/BAIAP2	20200619	
P45_G12	L118/100	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H1	L118/102	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P13_H9	L118/103.1	plate13	Year1	n/a-n/a		2	T	VGAT	20200605	
P13_H10	L118/103.2	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P14_A2	L118/103.3	plate14	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P14_A3	L118/103.4	plate14	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P45_H2	L118/104	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H3	L118/105	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H4	L118/106	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H5	L118/108	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H6	L118/109	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A10	L118/11	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H7	L118/110	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H8	L118/111	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_H9	L118/112	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_H10	L118/113	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P46_A2	L118/114	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A3	L118/115	plate46	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	VGAT	20200619	
P45_A11	L118/12	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P46_A4	L118/120	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A5	L118/121	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A6	L118/124	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A7	L118/125	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A8	L118/126	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A9	L118/127	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A10	L118/128	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_A11	L118/129	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P45_A12	L118/13	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P46_A12	L118/130	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B1	L118/131	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B2	L118/132	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B3	L118/133	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B4	L118/134	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P65_F1	L118/135	plate65	Year1	n/a-n/a		4	T	VGAT	20200619	
P13_B2	L118/135.1	plate13	Year1	n/a-n/a		2	T	VGAT	20200605	
P13_B3	L118/135.2	plate13	Year1	Dec2020dropout-HC		2	T	VGAT	20201109	Corrected category
P13_B7	L118/135.3	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P13_B4	L118/135.4	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P13_B5	L118/135.5	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P46_B5	L118/136	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B6	L118/137	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B7	L118/139	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P65_E10	L118/14	plate65	Year1	n/a-n/a		4	T	VGAT	20200619	
P13_B6	L118/14.1	plate13	Year1	n/a-n/a		2	T	VGAT	20200605	
P13_B12	L118/14.1.1	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P13_G3	L118/14.1.2	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P13_G4	L118/14.1.3	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P13_C2	L118/14.1.4	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P13_G5	L118/14.1.5	plate13	Year1	Dec2020dropout-LC		2	T	VGAT	20201109	Corrected category
P13_A11	L118/14.2	plate13	Year1	Dec2020dropout-Both		2	T	VGAT	20201109	Corrected category
P13_A12	L118/14.3	plate13	Year1	Dec2020dropout-HC		2	T	VGAT	20201109	Corrected category
P13_B1	L118/14.4	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P46_B8	L118/141	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B9	L118/142	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P46_B10	L118/144	plate46	Year1	n/a-n/a		4	T	VGAT	20200619	
P45_B1	L118/15	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_B2	L118/17	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B3	L118/18	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B4	L118/19	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A2	L118/2	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B5	L118/20	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B6	L118/21	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B7	L118/22	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B8	L118/23	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B9	L118/24	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B10	L118/25	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_B11	L118/26	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_B12	L118/27	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C1	L118/28	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C2	L118/29	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A3	L118/3	plate45	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_C3	L118/30	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C4	L118/31	plate45	Year1	Dec2020dropout-LC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_C5	L118/32	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_C6	L118/33	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C7	L118/34	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P13_H4	L118/36.3	plate13	Year1	n/a-n/a		2	T	VGAT	20200605	
P13_H5	L118/36.4	plate13	Year1	n/a-n/a		2	T	VGAT	20201109	Corrected category
P13_H7	L118/36.5	plate13	Year1	Dec2020dropout-HC		2	T	VGAT	20201109	Corrected category
P45_C8	L118/37	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C9	L118/38	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C10	L118/39	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A4	L118/4	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C11	L118/41	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_C12	L118/43	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D1	L118/44	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P13_D10	L118/45.1	plate13	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	VGAT	20201009	No show on web because expecting better seq from AP or DP plate
PDP1_B8	L118/45.1	plateDP1	Year2	Dec2020dropout-Both		2	T	VGAT	20201009	
P13_F9	L118/45.2	plate13	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	VGAT	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_B11	L118/45.2	plateDP1	Year2	Dec2020dropout-Both		2	T	VGAT	20201109	Corrected category
P13_F10	L118/45.3	plate13	Year1	Dec2020dropout-Both	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	2	F	VGAT	20201109	No show on web because expecting better seq from AP or DP plate, corrected category
PDP1_B9	L118/45.3	plateDP1	Year2	Dec2020dropout-Both		2	T	VGAT	20201109	Corrected category
P45_D2	L118/46	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D3	L118/47	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D4	L118/48	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D5	L118/49	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A5	L118/5	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D6	L118/50	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D7	L118/51	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_D8	L118/53	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D9	L118/54	plate45	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_D10	L118/55	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D11	L118/56	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_D12	L118/57	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E1	L118/59	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A6	L118/6	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E2	L118/60	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E3	L118/61	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E4	L118/62	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E5	L118/63	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E6	L118/64	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P65_E11	L118/65	plate65	Year1	n/a-n/a		4	T	VGAT	20200619	
P13_B8	L118/65.3	plate13	Year1	n/a-n/a		2	T	VGAT	20200605	
P73_H8	L118/66.1	plate73	Year2			3	T	VGAT	20210312	
P73_H6	L118/66.2	plate73	Year2			3	T	VGAT	20210312	
P13_H6	L118/66.3	plate13	Year1	n/a-n/a		3	T	VGAT	20200605	
P2_H5	L118/66.4	plate2	Year1	Dec2020dropout-LC		1	T	VGAT	20200428	
P73_H9	L118/66.4	plate73	Year2			1	T	VGAT	20210312	
P13_H8	L118/66.5	plate13	Year1	Dec2020dropout-Both		3	T	VGAT	20200605	
P45_E7	L118/67	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E8	L118/68	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E10	L118/69	plate45	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_A7	L118/7	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E11	L118/70	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_E12	L118/71	plate45	Year1	Dec2020dropout-Both	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_F1	L118/72	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F2	L118/73	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F3	L118/74	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F4	L118/76	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F5	L118/77	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F6	L118/78	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F7	L118/79	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A8	L118/8	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P65_E12	L118/80	plate65	Year1	n/a-n/a		4	T	VGAT	20200619	
P13_B9	L118/80.1	plate13	Year1	Dec2020dropout-Both		3	T	VGAT	20200605	
P13_B10	L118/80.2	plate13	Year1	n/a-n/a		3	T	VGAT	20200605	
P13_G6	L118/80.2.1	plate13	Year1	n/a-n/a		3	T	VGAT	20200605	
P2_H6	L118/80.2.2	plate2	Year1	n/a-n/a		1	T	VGAT	20200428	
P13_G7	L118/80.2.3	plate13	Year1	Dec2020dropout-HC		3	T	VGAT	20200605	
P13_G8	L118/80.2.4	plate13	Year1	n/a-n/a		3	T	VGAT	20200605	
P13_G9	L118/80.2.5	plate13	Year1	Dec2020dropout-HC		3	T	VGAT	20200605	
P13_B11	L118/80.3	plate13	Year1	Dec2020dropout-HC		3	T	VGAT	20200605	
P45_F8	L118/81	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F9	L118/82	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F10	L118/84	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F11	L118/86	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_F12	L118/88	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G1	L118/89	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_A9	L118/9	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G2	L118/90	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G3	L118/91	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G4	L118/92	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G5	L118/93	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G6	L118/94	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G7	L118/95	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G8	L118/96	plate45	Year1	Dec2020dropout-HC	n/a, Category 4 parent so skip for now	4	T	VGAT	20200428	
P45_G9	L118/97	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G10	L118/98	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P45_G11	L118/99	plate45	Year1	n/a-n/a		4	T	VGAT	20200428	
P56_A2	L119/1	plate56	Year1	n/a-n/a		4	T	NPY2R	20200619	
PS1_E1	L119/10.3	plateS1	Year2	n/a-n/a		4	T	NPY2R	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P56_H6	L119/101	plate56	Year1	n/a-n/a		4	T	NPY2R	20200619	
P56_H7	L119/104	plate56	Year1	n/a-n/a		4	T	NPY2R	20200619	
P16_F3	L119/106.10	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_H3	L119/106.10.1	plate16	Year1	Dec2020dropout-HC		3	T	NPY2R	20200605	
P2_G10	L119/106.10.2	plate2	Year1	n/a-n/a		1	T	NPY2R	20200428	
P16_H4	L119/106.10.4	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_H5	L119/106.10.9	plate16	Year1	Dec2020dropout-HC		3	T	NPY2R	20200605	
P16_F4	L119/106.11	plate16	Year1	Dec2020dropout-Both		3	T	NPY2R	20200605	
P16_B1	L119/106.2	plate16	Year1	Dec2020dropout-HC		3	T	NPY2R	20200605	
PS1_C6	L119/106.2	plateS1	Year2	Dec2020dropout-HC	n/a, no show on web (control, expecting better seq from redo, just corroborating, etc.)	3	T	NPY2R	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P16_F5	L119/106.3	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_H6	L119/106.3	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
PS1_D8	L119/106.3	plateS1	Year2	n/a-n/a		3	T	NPY2R	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P16_F6	L119/106.4	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_F7	L119/106.5	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_H7	L119/106.5	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_F8	L119/106.6	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_H8	L119/106.6	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_F9	L119/106.7	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_F10	L119/106.8	plate16	Year1	Dec2020dropout-Both		3	T	NPY2R	20200605	
P16_H9	L119/106.8	plate16	Year1	n/a-n/a		3	T	NPY2R	20200605	
P16_F11	L119/106.9	plate16	Year1	Dec2020dropout-HC		3	T	NPY2R	20200605	
P57_A5	L119/11	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P56_H8	L119/110	plate56	Year1	n/a-n/a		4	T	NPY2R	20200619	
P56_H9	L119/114	plate56	Year1	n/a-n/a		4	T	NPY2R	20200619	
P56_H10	L119/115	plate56	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_B5	L119/116	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_B6	L119/117	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_B7	L119/119	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_A6	L119/12	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_B8	L119/121	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_A8	L119/129	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_A7	L119/13	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_A9	L119/131	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_A10	L119/132	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_A11	L119/133	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P16_A10	L119/134.1	plate16	Year1	n/a-n/a		2	T	NPY2R	20200605	
PS1_C5	L119/134.1	plateS1	Year2	n/a-n/a		2	T	NPY2R	20210312	Should be corroborating subclone seq, may show if better seq than initial one => might as well show
P16_E10	L119/134.1.1	plate16	Year1	n/a-n/a		2	T	NPY2R	20201109	Corrected category
PS1_D7	L119/134.1.1	plateS1	Year2	n/a-n/a		2	T	NPY2R	20210312	Should be corroborating subclone seq, may show if better seq than initial one, corrected category => might as well show
P16_E11	L119/134.1.2	plate16	Year1	n/a-n/a		2	T	NPY2R	20201109	Corrected category
P16_E12	L119/134.1.3	plate16	Year1	n/a-n/a		2	T	NPY2R	20201109	Corrected category
P16_F1	L119/134.1.4	plate16	Year1	n/a-n/a		2	T	NPY2R	20201109	Corrected category
P16_F2	L119/134.1.5	plate16	Year1	n/a-n/a		2	T	NPY2R	20201109	Corrected category
P16_A11	L119/134.2	plate16	Year1	n/a-n/a		2	T	NPY2R	20201109	Corrected category
P16_A12	L119/134.3	plate16	Year1	n/a-n/a		2	T	NPY2R	20201109	Corrected category
P57_A12	L119/135	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
P57_B1	L119/140	plate57	Year1	n/a-n/a		4	T	NPY2R	20200619	
